RouteSurKey,Organization_Name,Time,Location,latitude,longitude,mean
18536,PurpleAir,1/4/2019,Ukrainian Village B,41.892265,-87.685569,19.676875
18537,PurpleAir,1/5/2019,1138 PLYMOUTH,41.868892,-87.629436,0
18538,PurpleAir,1/5/2019,1138 PLYMOUTH B,41.868892,-87.629436,24.891875
18539,PurpleAir,1/5/2019,BOTY Coffee Shop,41.80837,-87.67698,30.09958333
18540,PurpleAir,1/5/2019,BOTY Coffee Shop B,41.80837,-87.67698,33.19958333
18541,PurpleAir,1/5/2019,Damen and Pershing,41.8232,-87.675182,27.854375
18542,PurpleAir,1/5/2019,Damen and Pershing B,41.8232,-87.675182,27.12395833
18543,PurpleAir,1/5/2019,Lakeview East,41.935698,-87.641253,24.80708333
18544,PurpleAir,1/5/2019,Lakeview East B,41.935698,-87.641253,24.09229167
18545,PurpleAir,1/5/2019,Marshall Blvd / Little Village,41.849535,-87.695218,23.74875
18546,PurpleAir,1/5/2019,Marshall Blvd / Little Village B,41.849535,-87.695218,20.923125
18547,PurpleAir,1/5/2019,McKinley Park Central,41.831385,-87.678529,31.52804348
18548,PurpleAir,1/5/2019,McKinley Park Central B,41.831385,-87.678529,27.57177778
18549,PurpleAir,1/5/2019,McKinley Park South,41.824976,-87.670256,27.804375
18550,PurpleAir,1/5/2019,McKinley Park South B,41.824976,-87.670256,25.70770833
18551,PurpleAir,1/5/2019,Mulford Manor,42.0225,-87.763718,14.67145833
18552,PurpleAir,1/5/2019,Mulford Manor B,42.0225,-87.763718,20.36666667
18553,PurpleAir,1/5/2019,SASA_PA2_SL_W,41.861205,-87.629891,28.02791667
18554,PurpleAir,1/5/2019,SASA_PA2_SL_W B,41.861205,-87.629891,30.29979167
18555,PurpleAir,1/5/2019,Sheffield Neighbors ,41.919745,-87.65742,24.25354167
18556,PurpleAir,1/5/2019,Sheffield Neighbors  B,41.919745,-87.65742,23.66791667
18557,PurpleAir,1/5/2019,The Heart of Riverside,41.83212,-87.812948,18.92979167
18558,PurpleAir,1/5/2019,The Heart of Riverside B,41.83212,-87.812948,20.65104167
18559,PurpleAir,1/5/2019,Ukrainian Village,41.892265,-87.685569,25.35
18560,PurpleAir,1/5/2019,Ukrainian Village B,41.892265,-87.685569,26.60229167
18561,PurpleAir,1/6/2019,1138 PLYMOUTH,41.868892,-87.629436,0
18562,PurpleAir,1/6/2019,1138 PLYMOUTH B,41.868892,-87.629436,7.609166667
18563,PurpleAir,1/6/2019,BOTY Coffee Shop,41.80837,-87.67698,15.60875
18564,PurpleAir,1/6/2019,BOTY Coffee Shop B,41.80837,-87.67698,16.75604167
18565,PurpleAir,1/6/2019,Damen and Pershing,41.8232,-87.675182,8.239166667
18566,PurpleAir,1/6/2019,Damen and Pershing B,41.8232,-87.675182,8.303958333
18567,PurpleAir,1/6/2019,Lakeview East,41.935698,-87.641253,8.701458333
18568,PurpleAir,1/6/2019,Lakeview East B,41.935698,-87.641253,8.477083333
18569,PurpleAir,1/6/2019,Marshall Blvd / Little Village,41.849535,-87.695218,8.738125
18570,PurpleAir,1/6/2019,Marshall Blvd / Little Village B,41.849535,-87.695218,7.683958333
18571,PurpleAir,1/6/2019,McKinley Park Central,41.831385,-87.678529,12.195
18572,PurpleAir,1/6/2019,McKinley Park Central B,41.831385,-87.678529,8.559375
18573,PurpleAir,1/6/2019,McKinley Park South,41.824976,-87.670256,8.590625
18574,PurpleAir,1/6/2019,McKinley Park South B,41.824976,-87.670256,7.97625
18575,PurpleAir,1/6/2019,Mulford Manor,42.0225,-87.763718,5.183958333
18576,PurpleAir,1/6/2019,Mulford Manor B,42.0225,-87.763718,7.580208333
18577,PurpleAir,1/6/2019,SASA_PA2_SL_W,41.861205,-87.629891,8.719166667
18578,PurpleAir,1/6/2019,SASA_PA2_SL_W B,41.861205,-87.629891,9.84125
18579,PurpleAir,1/6/2019,Sheffield Neighbors ,41.919745,-87.65742,21.37145833
18580,PurpleAir,1/6/2019,Sheffield Neighbors  B,41.919745,-87.65742,19.820625
18581,PurpleAir,1/6/2019,The Heart of Riverside,41.83212,-87.812948,7.892291667
18582,PurpleAir,1/6/2019,The Heart of Riverside B,41.83212,-87.812948,8.488958333
18583,PurpleAir,1/6/2019,Ukrainian Village,41.892265,-87.685569,9.520208333
18584,PurpleAir,1/6/2019,Ukrainian Village B,41.892265,-87.685569,9.895416667
18585,PurpleAir,1/7/2019,1138 PLYMOUTH,41.868892,-87.629436,0
18586,PurpleAir,1/7/2019,1138 PLYMOUTH B,41.868892,-87.629436,18.32458333
18587,PurpleAir,1/7/2019,BOTY Coffee Shop,41.80837,-87.67698,17.77104167
18588,PurpleAir,1/7/2019,BOTY Coffee Shop B,41.80837,-87.67698,19.90229167
18589,PurpleAir,1/7/2019,Damen and Pershing,41.8232,-87.675182,16.62541667
18590,PurpleAir,1/7/2019,Damen and Pershing B,41.8232,-87.675182,17.131875
18591,PurpleAir,1/7/2019,Lakeview East,41.935698,-87.641253,16.84479167
18592,PurpleAir,1/7/2019,Lakeview East B,41.935698,-87.641253,16.17520833
18593,PurpleAir,1/7/2019,Marshall Blvd / Little Village,41.849535,-87.695218,17.74625
18594,PurpleAir,1/7/2019,Marshall Blvd / Little Village B,41.849535,-87.695218,15.205625
18595,PurpleAir,1/7/2019,McKinley Park Central,41.831385,-87.678529,20.20560976
18596,PurpleAir,1/7/2019,McKinley Park Central B,41.831385,-87.678529,18.20536585
18597,PurpleAir,1/7/2019,McKinley Park South,41.824976,-87.670256,17.73416667
18598,PurpleAir,1/7/2019,McKinley Park South B,41.824976,-87.670256,16.7775
18599,PurpleAir,1/7/2019,Mulford Manor,42.0225,-87.763718,10.885
18600,PurpleAir,1/7/2019,Mulford Manor B,42.0225,-87.763718,15.58145833
18601,PurpleAir,1/7/2019,SASA_PA2_SL_W,41.861205,-87.629891,18.43166667
18602,PurpleAir,1/7/2019,SASA_PA2_SL_W B,41.861205,-87.629891,20.06958333
18603,PurpleAir,1/7/2019,Sheffield Neighbors ,41.919745,-87.65742,22.98395833
18604,PurpleAir,1/7/2019,Sheffield Neighbors  B,41.919745,-87.65742,22.1975
18605,PurpleAir,1/7/2019,The Heart of Riverside,41.83212,-87.812948,15.664375
18606,PurpleAir,1/7/2019,The Heart of Riverside B,41.83212,-87.812948,16.606875
18607,PurpleAir,1/7/2019,Ukrainian Village,41.892265,-87.685569,19.79458333
18608,PurpleAir,1/7/2019,Ukrainian Village B,41.892265,-87.685569,21.07145833
18609,PurpleAir,1/8/2019,1138 PLYMOUTH,41.868892,-87.629436,0
18610,PurpleAir,1/8/2019,1138 PLYMOUTH B,41.868892,-87.629436,28.57041667
18611,PurpleAir,1/8/2019,BOTY Coffee Shop,41.80837,-87.67698,26.95541667
18612,PurpleAir,1/8/2019,BOTY Coffee Shop B,41.80837,-87.67698,31.585625
18613,PurpleAir,1/8/2019,Damen and Pershing,41.8232,-87.675182,23.02791667
18614,PurpleAir,1/8/2019,Damen and Pershing B,41.8232,-87.675182,25.99333333
18615,PurpleAir,1/8/2019,Lakeview East,41.935698,-87.641253,27.865
18616,PurpleAir,1/8/2019,Lakeview East B,41.935698,-87.641253,27.15729167
18617,PurpleAir,1/8/2019,Marshall Blvd / Little Village,41.849535,-87.695218,26.084375
18618,PurpleAir,1/8/2019,Marshall Blvd / Little Village B,41.849535,-87.695218,22.47645833
18619,PurpleAir,1/8/2019,McKinley Park Central,41.831385,-87.678529,28.14787234
18620,PurpleAir,1/8/2019,McKinley Park Central B,41.831385,-87.678529,25.22765957
18621,PurpleAir,1/8/2019,McKinley Park South,41.824976,-87.670256,24.46791667
18622,PurpleAir,1/8/2019,McKinley Park South B,41.824976,-87.670256,23.35583333
18623,PurpleAir,1/8/2019,Mulford Manor,42.0225,-87.763718,16.05291667
18624,PurpleAir,1/8/2019,Mulford Manor B,42.0225,-87.763718,22.613125
18625,PurpleAir,1/8/2019,SASA_PA2_SL_W,41.861205,-87.629891,28.57666667
18626,PurpleAir,1/8/2019,SASA_PA2_SL_W B,41.861205,-87.629891,29.83770833
18627,PurpleAir,1/8/2019,Sheffield Neighbors ,41.919745,-87.65742,27.791875
18628,PurpleAir,1/8/2019,Sheffield Neighbors  B,41.919745,-87.65742,26.70708333
18629,PurpleAir,1/8/2019,The Heart of Riverside,41.83212,-87.812948,21.16208333
18630,PurpleAir,1/8/2019,The Heart of Riverside B,41.83212,-87.812948,21.96
18631,PurpleAir,1/8/2019,Ukrainian Village,41.892265,-87.685569,29.69958333
18632,PurpleAir,1/8/2019,Ukrainian Village B,41.892265,-87.685569,31.35020833
18633,PurpleAir,1/9/2019,1138 PLYMOUTH,41.868892,-87.629436,0
18634,PurpleAir,1/9/2019,1138 PLYMOUTH B,41.868892,-87.629436,8.504375
18635,PurpleAir,1/9/2019,BOTY Coffee Shop,41.80837,-87.67698,9.617916667
18636,PurpleAir,1/9/2019,BOTY Coffee Shop B,41.80837,-87.67698,12.09979167
18637,PurpleAir,1/9/2019,Damen and Pershing,41.8232,-87.675182,6.46375
18638,PurpleAir,1/9/2019,Damen and Pershing B,41.8232,-87.675182,7.072916667
18639,PurpleAir,1/9/2019,Lakeview East,41.935698,-87.641253,7.110625
18640,PurpleAir,1/9/2019,Lakeview East B,41.935698,-87.641253,7.378958333
18641,PurpleAir,1/9/2019,Marshall Blvd / Little Village,41.849535,-87.695218,6.462916667
18642,PurpleAir,1/9/2019,Marshall Blvd / Little Village B,41.849535,-87.695218,4.560625
18643,PurpleAir,1/9/2019,McKinley Park Central,41.831385,-87.678529,8.698541667
18644,PurpleAir,1/9/2019,McKinley Park Central B,41.831385,-87.678529,8.144375
18645,PurpleAir,1/9/2019,McKinley Park South,41.824976,-87.670256,7.410208333
18646,PurpleAir,1/9/2019,McKinley Park South B,41.824976,-87.670256,6.437916667
18647,PurpleAir,1/9/2019,Mulford Manor,42.0225,-87.763718,3.839166667
18648,PurpleAir,1/9/2019,Mulford Manor B,42.0225,-87.763718,5.79875
18649,PurpleAir,1/9/2019,SASA_PA2_SL_W,41.861205,-87.629891,9.024791667
18650,PurpleAir,1/9/2019,SASA_PA2_SL_W B,41.861205,-87.629891,19.689375
18651,PurpleAir,1/9/2019,Sheffield Neighbors ,41.919745,-87.65742,6.67875
18652,PurpleAir,1/9/2019,Sheffield Neighbors  B,41.919745,-87.65742,5.775416667
18653,PurpleAir,1/9/2019,The Heart of Riverside,41.83212,-87.812948,4.627708333
18654,PurpleAir,1/9/2019,The Heart of Riverside B,41.83212,-87.812948,5.635416667
18655,PurpleAir,1/9/2019,Ukrainian Village,41.892265,-87.685569,7.75
18656,PurpleAir,1/9/2019,Ukrainian Village B,41.892265,-87.685569,9.185208333
18657,PurpleAir,1/10/2019,1138 PLYMOUTH,41.868892,-87.629436,0
18658,PurpleAir,1/10/2019,1138 PLYMOUTH B,41.868892,-87.629436,8.077083333
18659,PurpleAir,1/10/2019,BOTY Coffee Shop,41.80837,-87.67698,9.078333333
18660,PurpleAir,1/10/2019,BOTY Coffee Shop B,41.80837,-87.67698,11.26625
18661,PurpleAir,1/10/2019,Damen and Pershing,41.8232,-87.675182,6.264375
18662,PurpleAir,1/10/2019,Damen and Pershing B,41.8232,-87.675182,6.793541667
18663,PurpleAir,1/10/2019,Lakeview East,41.935698,-87.641253,6.189166667
18664,PurpleAir,1/10/2019,Lakeview East B,41.935698,-87.641253,6.535416667
18665,PurpleAir,1/10/2019,Marshall Blvd / Little Village,41.849535,-87.695218,6.205416667
18666,PurpleAir,1/10/2019,Marshall Blvd / Little Village B,41.849535,-87.695218,4.353333333
18667,PurpleAir,1/10/2019,McKinley Park Central,41.831385,-87.678529,14.17191489
18668,PurpleAir,1/10/2019,McKinley Park Central B,41.831385,-87.678529,7.861914894
18669,PurpleAir,1/10/2019,McKinley Park South,41.824976,-87.670256,7.21
18670,PurpleAir,1/10/2019,McKinley Park South B,41.824976,-87.670256,6.422916667
18671,PurpleAir,1/10/2019,Mulford Manor,42.0225,-87.763718,3.1575
18672,PurpleAir,1/10/2019,Mulford Manor B,42.0225,-87.763718,4.701458333
18673,PurpleAir,1/10/2019,SASA_PA2_SL_W,41.861205,-87.629891,7.845833333
18674,PurpleAir,1/10/2019,SASA_PA2_SL_W B,41.861205,-87.629891,14.96645833
18675,PurpleAir,1/10/2019,Sheffield Neighbors ,41.919745,-87.65742,6.093125
18676,PurpleAir,1/10/2019,Sheffield Neighbors  B,41.919745,-87.65742,5.283125
18677,PurpleAir,1/10/2019,The Heart of Riverside,41.83212,-87.812948,4.3825
18678,PurpleAir,1/10/2019,The Heart of Riverside B,41.83212,-87.812948,5.525625
18679,PurpleAir,1/10/2019,Ukrainian Village,41.892265,-87.685569,7.582083333
18680,PurpleAir,1/10/2019,Ukrainian Village B,41.892265,-87.685569,8.902083333
18681,PurpleAir,1/11/2019,1138 PLYMOUTH,41.868892,-87.629436,0
18682,PurpleAir,1/11/2019,1138 PLYMOUTH B,41.868892,-87.629436,26.009375
18683,PurpleAir,1/11/2019,BOTY Coffee Shop,41.80837,-87.67698,27.97729167
18684,PurpleAir,1/11/2019,BOTY Coffee Shop B,41.80837,-87.67698,34.17895833
18685,PurpleAir,1/11/2019,Damen and Pershing,41.8232,-87.675182,24.11875
18686,PurpleAir,1/11/2019,Damen and Pershing B,41.8232,-87.675182,25.02645833
18687,PurpleAir,1/11/2019,Lakeview East,41.935698,-87.641253,23.674375
18688,PurpleAir,1/11/2019,Lakeview East B,41.935698,-87.641253,23.605625
18689,PurpleAir,1/11/2019,Marshall Blvd / Little Village,41.849535,-87.695218,26.84291667
18690,PurpleAir,1/11/2019,Marshall Blvd / Little Village B,41.849535,-87.695218,21.50854167
18691,PurpleAir,1/11/2019,McKinley Park Central,41.831385,-87.678529,29.05583333
18692,PurpleAir,1/11/2019,McKinley Park Central B,41.831385,-87.678529,27.19020833
18693,PurpleAir,1/11/2019,McKinley Park South,41.824976,-87.670256,27.20883721
18694,PurpleAir,1/11/2019,McKinley Park South B,41.824976,-87.670256,25.0275
18695,PurpleAir,1/11/2019,Mulford Manor,42.0225,-87.763718,19.07375
18696,PurpleAir,1/11/2019,Mulford Manor B,42.0225,-87.763718,25.48166667
18697,PurpleAir,1/11/2019,SASA_PA2_SL_W,41.861205,-87.629891,26.015625
18698,PurpleAir,1/11/2019,SASA_PA2_SL_W B,41.861205,-87.629891,26.553125
18699,PurpleAir,1/11/2019,Sheffield Neighbors ,41.919745,-87.65742,26.09
18700,PurpleAir,1/11/2019,Sheffield Neighbors  B,41.919745,-87.65742,24.37458333
18701,PurpleAir,1/11/2019,The Heart of Riverside,41.83212,-87.812948,23.07270833
18702,PurpleAir,1/11/2019,The Heart of Riverside B,41.83212,-87.812948,27.66145833
18703,PurpleAir,1/11/2019,Ukrainian Village,41.892265,-87.685569,31.3425
18704,PurpleAir,1/11/2019,Ukrainian Village B,41.892265,-87.685569,34.09
18705,PurpleAir,1/12/2019,1138 PLYMOUTH,41.868892,-87.629436,0
18706,PurpleAir,1/12/2019,1138 PLYMOUTH B,41.868892,-87.629436,41.340625
18707,PurpleAir,1/12/2019,BOTY Coffee Shop,41.80837,-87.67698,41.329375
18708,PurpleAir,1/12/2019,BOTY Coffee Shop B,41.80837,-87.67698,49.50395833
18709,PurpleAir,1/12/2019,Damen and Pershing,41.8232,-87.675182,28.58270833
18710,PurpleAir,1/12/2019,Damen and Pershing B,41.8232,-87.675182,32.16604167
18711,PurpleAir,1/12/2019,Lakeview East,41.935698,-87.641253,37.75020833
18712,PurpleAir,1/12/2019,Lakeview East B,41.935698,-87.641253,37.10458333
18713,PurpleAir,1/12/2019,Marshall Blvd / Little Village,41.849535,-87.695218,34.80333333
18714,PurpleAir,1/12/2019,Marshall Blvd / Little Village B,41.849535,-87.695218,28.36166667
18715,PurpleAir,1/12/2019,McKinley Park Central,41.831385,-87.678529,43.0725
18716,PurpleAir,1/12/2019,McKinley Park Central B,41.831385,-87.678529,36.055625
18717,PurpleAir,1/12/2019,McKinley Park South,41.824976,-87.670256,36.89622222
18718,PurpleAir,1/12/2019,McKinley Park South B,41.824976,-87.670256,34.12583333
18719,PurpleAir,1/12/2019,Mulford Manor,42.0225,-87.763718,23.30354167
18720,PurpleAir,1/12/2019,Mulford Manor B,42.0225,-87.763718,31.51020833
18721,PurpleAir,1/12/2019,SASA_PA2_SL_W,41.861205,-87.629891,40.91041667
18722,PurpleAir,1/12/2019,SASA_PA2_SL_W B,41.861205,-87.629891,40.05354167
18723,PurpleAir,1/12/2019,Sheffield Neighbors ,41.919745,-87.65742,36.93145833
18724,PurpleAir,1/12/2019,Sheffield Neighbors  B,41.919745,-87.65742,34.24541667
18725,PurpleAir,1/12/2019,The Heart of Riverside,41.83212,-87.812948,27.91625
18726,PurpleAir,1/12/2019,The Heart of Riverside B,41.83212,-87.812948,31.90104167
18727,PurpleAir,1/12/2019,Ukrainian Village,41.892265,-87.685569,42.51479167
18728,PurpleAir,1/12/2019,Ukrainian Village B,41.892265,-87.685569,45.63166667
18729,PurpleAir,1/13/2019,1138 PLYMOUTH,41.868892,-87.629436,0
18730,PurpleAir,1/13/2019,1138 PLYMOUTH B,41.868892,-87.629436,11.83125
18731,PurpleAir,1/13/2019,BOTY Coffee Shop,41.80837,-87.67698,16.43395833
18732,PurpleAir,1/13/2019,BOTY Coffee Shop B,41.80837,-87.67698,18.58208333
18733,PurpleAir,1/13/2019,Damen and Pershing,41.8232,-87.675182,8.3075
18734,PurpleAir,1/13/2019,Damen and Pershing B,41.8232,-87.675182,10.04604167
18735,PurpleAir,1/13/2019,Lakeview East,41.935698,-87.641253,11.16395833
18736,PurpleAir,1/13/2019,Lakeview East B,41.935698,-87.641253,11.09645833
18737,PurpleAir,1/13/2019,Marshall Blvd / Little Village,41.849535,-87.695218,12.16479167
18738,PurpleAir,1/13/2019,Marshall Blvd / Little Village B,41.849535,-87.695218,9.614375
18739,PurpleAir,1/13/2019,McKinley Park Central,41.831385,-87.678529,15.16382979
18740,PurpleAir,1/13/2019,McKinley Park Central B,41.831385,-87.678529,11.82404255
18741,PurpleAir,1/13/2019,McKinley Park South,41.824976,-87.670256,12.86723404
18742,PurpleAir,1/13/2019,McKinley Park South B,41.824976,-87.670256,12.44333333
18743,PurpleAir,1/13/2019,Mulford Manor,42.0225,-87.763718,7.974375
18744,PurpleAir,1/13/2019,Mulford Manor B,42.0225,-87.763718,11.118125
18745,PurpleAir,1/13/2019,SASA_PA2_SL_W,41.861205,-87.629891,17.32395833
18746,PurpleAir,1/13/2019,SASA_PA2_SL_W B,41.861205,-87.629891,18.40604167
18747,PurpleAir,1/13/2019,Sheffield Neighbors ,41.919745,-87.65742,19.45416667
18748,PurpleAir,1/13/2019,Sheffield Neighbors  B,41.919745,-87.65742,18.68333333
18749,PurpleAir,1/13/2019,The Heart of Riverside,41.83212,-87.812948,8.214375
18750,PurpleAir,1/13/2019,The Heart of Riverside B,41.83212,-87.812948,10.144375
18751,PurpleAir,1/13/2019,Ukrainian Village,41.892265,-87.685569,13.939375
18752,PurpleAir,1/13/2019,Ukrainian Village B,41.892265,-87.685569,15.6025
18753,PurpleAir,1/14/2019,1138 PLYMOUTH,41.868892,-87.629436,0
18754,PurpleAir,1/14/2019,1138 PLYMOUTH B,41.868892,-87.629436,20.08145833
18755,PurpleAir,1/14/2019,BOTY Coffee Shop,41.80837,-87.67698,25.34958333
18756,PurpleAir,1/14/2019,BOTY Coffee Shop B,41.80837,-87.67698,31.87729167
18757,PurpleAir,1/14/2019,Damen and Pershing,41.8232,-87.675182,16.14770833
18758,PurpleAir,1/14/2019,Damen and Pershing B,41.8232,-87.675182,17.05895833
18759,PurpleAir,1/14/2019,Lakeview East,41.935698,-87.641253,19.45125
18760,PurpleAir,1/14/2019,Lakeview East B,41.935698,-87.641253,19.34104167
18761,PurpleAir,1/14/2019,Marshall Blvd / Little Village,41.849535,-87.695218,16.79354167
18762,PurpleAir,1/14/2019,Marshall Blvd / Little Village B,41.849535,-87.695218,12.86083333
18763,PurpleAir,1/14/2019,McKinley Park Central,41.831385,-87.678529,20.6825
18764,PurpleAir,1/14/2019,McKinley Park Central B,41.831385,-87.678529,19.37583333
18765,PurpleAir,1/14/2019,McKinley Park South,41.824976,-87.670256,19.07272727
18766,PurpleAir,1/14/2019,McKinley Park South B,41.824976,-87.670256,17.2
18767,PurpleAir,1/14/2019,Mulford Manor,42.0225,-87.763718,11.07479167
18768,PurpleAir,1/14/2019,Mulford Manor B,42.0225,-87.763718,15.36479167
18769,PurpleAir,1/14/2019,SASA_PA2_SL_W,41.861205,-87.629891,20.23666667
18770,PurpleAir,1/14/2019,SASA_PA2_SL_W B,41.861205,-87.629891,20.3875
18771,PurpleAir,1/14/2019,Sheffield Neighbors ,41.919745,-87.65742,27.94208333
18772,PurpleAir,1/14/2019,Sheffield Neighbors  B,41.919745,-87.65742,25.32229167
18773,PurpleAir,1/14/2019,The Heart of Riverside,41.83212,-87.812948,13.25333333
18774,PurpleAir,1/14/2019,The Heart of Riverside B,41.83212,-87.812948,16.191875
18775,PurpleAir,1/14/2019,Ukrainian Village,41.892265,-87.685569,21.69229167
18776,PurpleAir,1/14/2019,Ukrainian Village B,41.892265,-87.685569,23.97208333
18777,PurpleAir,1/15/2019,1138 PLYMOUTH,41.868892,-87.629436,0
18778,PurpleAir,1/15/2019,1138 PLYMOUTH B,41.868892,-87.629436,27.330625
18779,PurpleAir,1/15/2019,BOTY Coffee Shop,41.80837,-87.67698,24.10020833
18780,PurpleAir,1/15/2019,BOTY Coffee Shop B,41.80837,-87.67698,31.17708333
18781,PurpleAir,1/15/2019,Damen and Pershing,41.8232,-87.675182,21.62520833
18782,PurpleAir,1/15/2019,Damen and Pershing B,41.8232,-87.675182,22.571875
18783,PurpleAir,1/15/2019,Lakeview East,41.935698,-87.641253,25.17083333
18784,PurpleAir,1/15/2019,Lakeview East B,41.935698,-87.641253,25.03583333
18785,PurpleAir,1/15/2019,Marshall Blvd / Little Village,41.849535,-87.695218,20.17041667
18786,PurpleAir,1/15/2019,Marshall Blvd / Little Village B,41.849535,-87.695218,14.75395833
18787,PurpleAir,1/15/2019,McKinley Park Central,41.831385,-87.678529,26.6475
18788,PurpleAir,1/15/2019,McKinley Park Central B,41.831385,-87.678529,22.849375
18789,PurpleAir,1/15/2019,McKinley Park South,41.824976,-87.670256,23.41418605
18790,PurpleAir,1/15/2019,McKinley Park South B,41.824976,-87.670256,20.13666667
18791,PurpleAir,1/15/2019,Mulford Manor,42.0225,-87.763718,12.75145833
18792,PurpleAir,1/15/2019,Mulford Manor B,42.0225,-87.763718,17.65958333
18793,PurpleAir,1/15/2019,SASA_PA2_SL_W,41.861205,-87.629891,25.3325
18794,PurpleAir,1/15/2019,SASA_PA2_SL_W B,41.861205,-87.629891,24.61395833
18795,PurpleAir,1/15/2019,Sheffield Neighbors ,41.919745,-87.65742,22.64666667
18796,PurpleAir,1/15/2019,Sheffield Neighbors  B,41.919745,-87.65742,19.63083333
18797,PurpleAir,1/15/2019,The Heart of Riverside,41.83212,-87.812948,14.52020833
18798,PurpleAir,1/15/2019,The Heart of Riverside B,41.83212,-87.812948,18.56708333
18799,PurpleAir,1/15/2019,Ukrainian Village,41.892265,-87.685569,27.68354167
18800,PurpleAir,1/15/2019,Ukrainian Village B,41.892265,-87.685569,31.73229167
18801,PurpleAir,1/16/2019,1138 PLYMOUTH,41.868892,-87.629436,0
18802,PurpleAir,1/16/2019,1138 PLYMOUTH B,41.868892,-87.629436,13.29354167
18803,PurpleAir,1/16/2019,BOTY Coffee Shop,41.80837,-87.67698,16.01708333
18804,PurpleAir,1/16/2019,BOTY Coffee Shop B,41.80837,-87.67698,19.90666667
18805,PurpleAir,1/16/2019,Damen and Pershing,41.8232,-87.675182,10.29978261
18806,PurpleAir,1/16/2019,Damen and Pershing B,41.8232,-87.675182,10.88625
18807,PurpleAir,1/16/2019,Lakeview East,41.935698,-87.641253,12.219375
18808,PurpleAir,1/16/2019,Lakeview East B,41.935698,-87.641253,12.299375
18809,PurpleAir,1/16/2019,Marshall Blvd / Little Village,41.849535,-87.695218,12.44375
18810,PurpleAir,1/16/2019,Marshall Blvd / Little Village B,41.849535,-87.695218,9.595416667
18811,PurpleAir,1/16/2019,McKinley Park Central,41.831385,-87.678529,14.24145833
18812,PurpleAir,1/16/2019,McKinley Park Central B,41.831385,-87.678529,13.35479167
18813,PurpleAir,1/16/2019,McKinley Park South,41.824976,-87.670256,12.53851064
18814,PurpleAir,1/16/2019,McKinley Park South B,41.824976,-87.670256,11.64375
18815,PurpleAir,1/16/2019,Mulford Manor,42.0225,-87.763718,6.961041667
18816,PurpleAir,1/16/2019,Mulford Manor B,42.0225,-87.763718,9.792083333
18817,PurpleAir,1/16/2019,SASA_PA2_SL_W,41.861205,-87.629891,12.76479167
18818,PurpleAir,1/16/2019,SASA_PA2_SL_W B,41.861205,-87.629891,13.29979167
18819,PurpleAir,1/16/2019,Sheffield Neighbors ,41.919745,-87.65742,13.14270833
18820,PurpleAir,1/16/2019,Sheffield Neighbors  B,41.919745,-87.65742,12.671875
18821,PurpleAir,1/16/2019,The Heart of Riverside,41.83212,-87.812948,9.6925
18822,PurpleAir,1/16/2019,The Heart of Riverside B,41.83212,-87.812948,11.45104167
18823,PurpleAir,1/16/2019,Ukrainian Village,41.892265,-87.685569,14.27479167
18824,PurpleAir,1/16/2019,Ukrainian Village B,41.892265,-87.685569,15.56791667
18825,PurpleAir,1/17/2019,1138 PLYMOUTH,41.868892,-87.629436,0
18826,PurpleAir,1/17/2019,1138 PLYMOUTH B,41.868892,-87.629436,21.21041667
18827,PurpleAir,1/17/2019,BOTY Coffee Shop,41.80837,-87.67698,30.52333333
18828,PurpleAir,1/17/2019,BOTY Coffee Shop B,41.80837,-87.67698,36.46916667
18829,PurpleAir,1/17/2019,Damen and Pershing,41.8232,-87.675182,21.59104167
18830,PurpleAir,1/17/2019,Damen and Pershing B,41.8232,-87.675182,22.64354167
18831,PurpleAir,1/17/2019,Lakeview East,41.935698,-87.641253,20.15395833
18832,PurpleAir,1/17/2019,Lakeview East B,41.935698,-87.641253,20.00833333
18833,PurpleAir,1/17/2019,Marshall Blvd / Little Village,41.849535,-87.695218,24.130625
18834,PurpleAir,1/17/2019,Marshall Blvd / Little Village B,41.849535,-87.695218,19.95708333
18835,PurpleAir,1/17/2019,McKinley Park Central,41.831385,-87.678529,26.40541667
18836,PurpleAir,1/17/2019,McKinley Park Central B,41.831385,-87.678529,24.91333333
18837,PurpleAir,1/17/2019,McKinley Park South,41.824976,-87.670256,21.98131579
18838,PurpleAir,1/17/2019,McKinley Park South B,41.824976,-87.670256,23.023125
18839,PurpleAir,1/17/2019,Mulford Manor,42.0225,-87.763718,15.20520833
18840,PurpleAir,1/17/2019,Mulford Manor B,42.0225,-87.763718,20.75833333
18841,PurpleAir,1/17/2019,SASA_PA2_SL_W,41.861205,-87.629891,21.86458333
18842,PurpleAir,1/17/2019,SASA_PA2_SL_W B,41.861205,-87.629891,21.83520833
18843,PurpleAir,1/17/2019,Sheffield Neighbors ,41.919745,-87.65742,24.64125
18844,PurpleAir,1/17/2019,Sheffield Neighbors  B,41.919745,-87.65742,23.05291667
18845,PurpleAir,1/17/2019,The Heart of Riverside,41.83212,-87.812948,18.60041667
18846,PurpleAir,1/17/2019,The Heart of Riverside B,41.83212,-87.812948,22.03479167
18847,PurpleAir,1/17/2019,Ukrainian Village,41.892265,-87.685569,27.495
18848,PurpleAir,1/17/2019,Ukrainian Village B,41.892265,-87.685569,29.10520833
18849,PurpleAir,1/18/2019,1138 PLYMOUTH,41.868892,-87.629436,0
18850,PurpleAir,1/18/2019,1138 PLYMOUTH B,41.868892,-87.629436,28.575625
